product,month,inQty,qtr,timeAvailable,dayAvailable,dayShutDown,process,eqp,cost,ct,oee,pass,eqpQty,eqpTimeAvailable,prodProcess,variable,solver_qty,Remark,hourRequired,hourAvailable,eqpUtilisation,eqpRequired,eqpCapacity,TCost,reportDate
Product_27,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.5,99.3,1.0,1.0,26.0,67392000.0,19M09Product_27Pressing,19M09Product_27PressingHydraulicPress_01,0.0,First Optimal,0.0,18720.0,0.0,0.0,1128772.1700474557,0.0,2020-06-25 16:53:37
Product_27,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,2.7,40.0,1.0,1.0,7.0,18144000.0,19M09Product_27Clinching,19M09Product_27ClinchingClincher_02,0.0,First Optimal,0.0,5040.0,0.0,0.0,603862.4689922682,0.0,2020-06-25 16:53:37
Product_27,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,5.4,40.0,1.0,1.0,99.0,256608000.0,19M09Product_27Clinching,19M09Product_27ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_27,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,3.0,99.3,1.0,1.0,99.0,256608000.0,19M09Product_27Pressing,19M09Product_27PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_05,3.6,60.0,1.0,1.0,1.0,2592000.0,19M09Product_28HeatStaking,19M09Product_28HeatStakingHeatStake_05,0.0,First Optimal,0.0,720.0,0.0,0.0,43200.0,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,Testing,Tester_05,1.2,40.0,1.0,1.0,1.0,2592000.0,19M09Product_28Testing,19M09Product_28TestingTester_05,0.0,First Optimal,0.0,720.0,0.0,0.0,64799.99999999999,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.2,24.8,1.0,1.0,26.0,67392000.0,19M09Product_28Pressing,19M09Product_28PressingHydraulicPress_01,0.0,First Optimal,0.0,18720.0,0.0,0.0,1128772.1700474557,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,2.9,59.0,1.0,1.0,7.0,18144000.0,19M09Product_28Clinching,19M09Product_28ClinchingClincher_02,0.0,First Optimal,0.0,5040.0,0.0,0.0,603862.4689922682,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,5.8,59.0,1.0,1.0,99.0,256608000.0,19M09Product_28Clinching,19M09Product_28ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,2.4,40.0,1.0,1.0,99.0,256608000.0,19M09Product_28Testing,19M09Product_28TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,7.2,60.0,1.0,1.0,99.0,256608000.0,19M09Product_28HeatStaking,19M09Product_28HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_28,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,2.4,24.8,1.0,1.0,99.0,256608000.0,19M09Product_28Pressing,19M09Product_28PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_05,3.6,60.0,1.0,1.0,1.0,2592000.0,19M09Product_29HeatStaking,19M09Product_29HeatStakingHeatStake_05,28.0,First Optimal,0.4666666666666667,720.0,0.0006481481481481481,0.0006481481481481481,43200.0,100.8,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,Testing,Tester_05,2.6,40.0,1.0,1.0,1.0,2592000.0,19M09Product_29Testing,19M09Product_29TestingTester_05,28.0,First Optimal,0.3111111111111111,720.0,0.0004320987654320988,0.0004320987654320988,64799.99999999999,72.8,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.2,24.8,1.0,1.0,26.0,67392000.0,19M09Product_29Pressing,19M09Product_29PressingHydraulicPress_01,28.0,First Optimal,0.1928888888888889,18720.0,1.0303893637226971e-05,0.00026790123456790126,1128772.1700474557,33.6,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,2.9,59.0,1.0,1.0,7.0,18144000.0,19M09Product_29Clinching,19M09Product_29ClinchingClincher_02,28.0,First Optimal,0.4588888888888889,5040.0,9.104938271604939e-05,0.0006373456790123458,603862.4689922682,81.2,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,5.8,59.0,1.0,1.0,99.0,256608000.0,19M09Product_29Clinching,19M09Product_29ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,5.2,40.0,1.0,1.0,99.0,256608000.0,19M09Product_29Testing,19M09Product_29TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,7.2,60.0,1.0,1.0,99.0,256608000.0,19M09Product_29HeatStaking,19M09Product_29HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_29,19M09,28,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,2.4,24.8,1.0,1.0,99.0,256608000.0,19M09Product_29Pressing,19M09Product_29PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_06,5.4,28.1,1.0,1.0,1.0,2592000.0,19M09Product_37HeatStaking,19M09Product_37HeatStakingHeatStake_06,0.0,First Optimal,0.0,720.0,0.0,0.0,129600.0,0.0,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_04,5.4,23.0,1.0,1.0,1.0,2592000.0,19M09Product_37HeatStaking,19M09Product_37HeatStakingHeatStake_04,44999.0,First Optimal,287.49361111111114,720.0,0.39929668209876545,0.39929668209876545,110616.80670870854,242994.6,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Testing,Tester_06,2.3,22.0,1.0,1.0,1.0,2592000.0,19M09Product_37Testing,19M09Product_37TestingTester_06,0.0,First Optimal,0.0,720.0,0.0,0.0,117749.81828731745,0.0,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Testing,Tester_04,2.3,25.0,1.0,1.0,1.0,2592000.0,19M09Product_37Testing,19M09Product_37TestingTester_04,44999.0,First Optimal,312.49305555555554,720.0,0.4340181327160494,0.4340181327160494,103680.0,103497.7,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,0.3,24.8,1.0,1.0,26.0,67392000.0,19M09Product_37Pressing,19M09Product_37PressingHydraulicPress_01,44999.0,First Optimal,309.9931111111111,18720.0,0.01655946106362773,0.43054598765432095,1128772.1700474557,13499.699999999999,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,1.5,36.4,1.0,1.0,7.0,18144000.0,19M09Product_37Clinching,19M09Product_37ClinchingClincher_02,44999.0,First Optimal,454.98988888888886,5040.0,0.09027577160493827,0.6319304012345679,603862.4689922682,67498.5,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,3.0,36.4,1.0,1.0,99.0,256608000.0,19M09Product_37Clinching,19M09Product_37ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,4.6,22.0,1.0,1.0,99.0,256608000.0,19M09Product_37Testing,19M09Product_37TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,10.8,23.0,1.0,1.0,99.0,256608000.0,19M09Product_37HeatStaking,19M09Product_37HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_37,19M09,44999,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,0.6,24.8,1.0,1.0,99.0,256608000.0,19M09Product_37Pressing,19M09Product_37PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_04,4.6,180.0,1.0,1.0,1.0,2592000.0,19M09Product_41HeatStaking,19M09Product_41HeatStakingHeatStake_04,0.0,First Optimal,0.0,720.0,0.0,0.0,110616.80670870854,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,Testing,Tester_04,2.3,30.5,1.0,1.0,1.0,2592000.0,19M09Product_41Testing,19M09Product_41TestingTester_04,0.0,First Optimal,0.0,720.0,0.0,0.0,103680.0,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,0.5,446.9,1.0,1.0,26.0,67392000.0,19M09Product_41Pressing,19M09Product_41PressingHydraulicPress_01,0.0,First Optimal,0.0,18720.0,0.0,0.0,1128772.1700474557,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,1.5,240.0,1.0,1.0,7.0,18144000.0,19M09Product_41Clinching,19M09Product_41ClinchingClincher_02,0.0,First Optimal,0.0,5040.0,0.0,0.0,603862.4689922682,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,3.0,240.0,1.0,1.0,99.0,256608000.0,19M09Product_41Clinching,19M09Product_41ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,4.6,30.5,1.0,1.0,99.0,256608000.0,19M09Product_41Testing,19M09Product_41TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,9.2,180.0,1.0,1.0,99.0,256608000.0,19M09Product_41HeatStaking,19M09Product_41HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_41,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,1.0,446.9,1.0,1.0,99.0,256608000.0,19M09Product_41Pressing,19M09Product_41PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_46,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.8,124.1,1.0,1.0,26.0,67392000.0,19M09Product_46Pressing,19M09Product_46PressingHydraulicPress_01,0.0,First Optimal,0.0,18720.0,0.0,0.0,1128772.1700474557,0.0,2020-06-25 16:53:37
Product_46,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,2.3,40.0,1.0,1.0,7.0,18144000.0,19M09Product_46Clinching,19M09Product_46ClinchingClincher_02,0.0,First Optimal,0.0,5040.0,0.0,0.0,603862.4689922682,0.0,2020-06-25 16:53:37
Product_46,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,4.6,40.0,1.0,1.0,99.0,256608000.0,19M09Product_46Clinching,19M09Product_46ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_46,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,3.6,124.1,1.0,1.0,99.0,256608000.0,19M09Product_46Pressing,19M09Product_46PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_47,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.9,124.1,1.0,1.0,26.0,67392000.0,19M09Product_47Pressing,19M09Product_47PressingHydraulicPress_01,0.0,First Optimal,0.0,18720.0,0.0,0.0,1128772.1700474557,0.0,2020-06-25 16:53:37
Product_47,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,2.2,40.0,1.0,1.0,7.0,18144000.0,19M09Product_47Clinching,19M09Product_47ClinchingClincher_02,0.0,First Optimal,0.0,5040.0,0.0,0.0,603862.4689922682,0.0,2020-06-25 16:53:37
Product_47,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,4.4,40.0,1.0,1.0,99.0,256608000.0,19M09Product_47Clinching,19M09Product_47ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_47,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,3.8,124.1,1.0,1.0,99.0,256608000.0,19M09Product_47Pressing,19M09Product_47PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_48,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.9,124.1,1.0,1.0,26.0,67392000.0,19M09Product_48Pressing,19M09Product_48PressingHydraulicPress_01,0.0,First Optimal,0.0,18720.0,0.0,0.0,1128772.1700474557,0.0,2020-06-25 16:53:37
Product_48,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_02,2.2,40.0,1.0,1.0,7.0,18144000.0,19M09Product_48Clinching,19M09Product_48ClinchingClincher_02,0.0,First Optimal,0.0,5040.0,0.0,0.0,603862.4689922682,0.0,2020-06-25 16:53:37
Product_48,19M09,0,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,4.4,40.0,1.0,1.0,99.0,256608000.0,19M09Product_48Clinching,19M09Product_48ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_48,19M09,0,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,3.8,124.1,1.0,1.0,99.0,256608000.0,19M09Product_48Pressing,19M09Product_48PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_06,7.5,50.0,1.0,1.0,1.0,2592000.0,19M09Product_57HeatStaking,19M09Product_57HeatStakingHeatStake_06,0.0,First Optimal,0.0,720.0,0.0,0.0,129600.0,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_09,7.9,44.0,1.0,1.0,1.0,2592000.0,19M09Product_57HeatStaking,19M09Product_57HeatStakingHeatStake_09,0.0,First Optimal,0.0,720.0,0.0,0.0,43200.0,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_08,7.3,65.0,1.0,1.0,1.0,2592000.0,19M09Product_57HeatStaking,19M09Product_57HeatStakingHeatStake_08,6493.0,First Optimal,117.23472222222222,720.0,0.16282600308641976,0.16282600308641976,39876.92307692308,47398.9,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_07,7.3,72.0,1.0,1.0,1.0,2592000.0,19M09Product_57HeatStaking,19M09Product_57HeatStakingHeatStake_07,0.0,First Optimal,0.0,720.0,0.0,0.0,43200.0,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Testing,Tester_06,2.5,48.0,1.0,1.0,1.0,2592000.0,19M09Product_57Testing,19M09Product_57TestingTester_06,0.0,First Optimal,0.0,720.0,0.0,0.0,117749.81828731745,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Testing,Tester_09,3.0,41.0,1.0,1.0,1.0,2592000.0,19M09Product_57Testing,19M09Product_57TestingTester_09,0.0,First Optimal,0.0,720.0,0.0,0.0,86400.0,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Testing,Tester_08,2.9,60.0,1.0,1.0,1.0,2592000.0,19M09Product_57Testing,19M09Product_57TestingTester_08,0.0,First Optimal,0.0,720.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Testing,Tester_07,2.7,52.0,1.0,1.0,1.0,2592000.0,19M09Product_57Testing,19M09Product_57TestingTester_07,6493.0,First Optimal,93.78777777777778,720.0,0.1302608024691358,0.1302608024691358,60048.02773794491,17531.100000000002,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,0.6,270.0,1.0,1.0,26.0,67392000.0,19M09Product_57Pressing,19M09Product_57PressingHydraulicPress_01,6493.0,First Optimal,486.975,18720.0,0.026013621794871798,0.6763541666666667,1128772.1700474557,3895.7999999999997,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_01,1.4,60.0,1.0,1.0,3.0,7776000.0,19M09Product_57Clinching,19M09Product_57ClinchingClincher_01,6493.0,First Optimal,108.21666666666667,2160.0,0.05010030864197531,0.15030092592592592,110069.64356955893,9090.199999999999,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,2.8,60.0,1.0,1.0,99.0,256608000.0,19M09Product_57Clinching,19M09Product_57ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,5.0,41.0,1.0,1.0,99.0,256608000.0,19M09Product_57Testing,19M09Product_57TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,14.6,44.0,1.0,1.0,99.0,256608000.0,19M09Product_57HeatStaking,19M09Product_57HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_57,19M09,6493,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,1.2,270.0,1.0,1.0,99.0,256608000.0,19M09Product_57Pressing,19M09Product_57PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_06,7.5,50.0,1.0,1.0,1.0,2592000.0,19M09Product_58HeatStaking,19M09Product_58HeatStakingHeatStake_06,0.0,First Optimal,0.0,720.0,0.0,0.0,129600.0,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_09,7.9,44.0,1.0,1.0,1.0,2592000.0,19M09Product_58HeatStaking,19M09Product_58HeatStakingHeatStake_09,0.0,First Optimal,0.0,720.0,0.0,0.0,43200.0,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_08,7.3,65.0,1.0,1.0,1.0,2592000.0,19M09Product_58HeatStaking,19M09Product_58HeatStakingHeatStake_08,5141.0,First Optimal,92.8236111111111,720.0,0.12892168209876542,0.12892168209876542,39876.92307692308,37529.299999999996,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_07,7.3,72.0,1.0,1.0,1.0,2592000.0,19M09Product_58HeatStaking,19M09Product_58HeatStakingHeatStake_07,0.0,First Optimal,0.0,720.0,0.0,0.0,43200.0,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Testing,Tester_06,2.5,48.0,1.0,1.0,1.0,2592000.0,19M09Product_58Testing,19M09Product_58TestingTester_06,0.0,First Optimal,0.0,720.0,0.0,0.0,117749.81828731745,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Testing,Tester_09,3.0,41.0,1.0,1.0,1.0,2592000.0,19M09Product_58Testing,19M09Product_58TestingTester_09,0.0,First Optimal,0.0,720.0,0.0,0.0,86400.0,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Testing,Tester_08,2.9,60.0,1.0,1.0,1.0,2592000.0,19M09Product_58Testing,19M09Product_58TestingTester_08,0.0,First Optimal,0.0,720.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Testing,Tester_07,2.7,52.0,1.0,1.0,1.0,2592000.0,19M09Product_58Testing,19M09Product_58TestingTester_07,5141.0,First Optimal,74.25888888888889,720.0,0.10313734567901235,0.10313734567901235,60048.02773794491,13880.7,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,0.6,270.0,1.0,1.0,26.0,67392000.0,19M09Product_58Pressing,19M09Product_58PressingHydraulicPress_01,5141.0,First Optimal,385.575,18720.0,0.020596955128205127,0.5355208333333333,1128772.1700474557,3084.6,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_01,1.4,60.0,1.0,1.0,3.0,7776000.0,19M09Product_58Clinching,19M09Product_58ClinchingClincher_01,5141.0,First Optimal,85.68333333333334,2160.0,0.03966820987654321,0.11900462962962963,110069.64356955893,7197.4,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,2.8,60.0,1.0,1.0,99.0,256608000.0,19M09Product_58Clinching,19M09Product_58ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,5.0,41.0,1.0,1.0,99.0,256608000.0,19M09Product_58Testing,19M09Product_58TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,14.6,44.0,1.0,1.0,99.0,256608000.0,19M09Product_58HeatStaking,19M09Product_58HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_58,19M09,5141,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,1.2,270.0,1.0,1.0,99.0,256608000.0,19M09Product_58Pressing,19M09Product_58PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_07,5.7,60.0,1.0,1.0,1.0,2592000.0,19M09Product_59HeatStaking,19M09Product_59HeatStakingHeatStake_07,7148.0,First Optimal,119.13333333333334,720.0,0.16546296296296298,0.16546296296296298,43200.0,40743.6,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_08,6.0,55.0,1.0,1.0,1.0,2592000.0,19M09Product_59HeatStaking,19M09Product_59HeatStakingHeatStake_08,0.0,First Optimal,0.0,720.0,0.0,0.0,39876.92307692308,0.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Testing,Tester_07,2.9,36.0,1.0,1.0,1.0,2592000.0,19M09Product_59Testing,19M09Product_59TestingTester_07,7148.0,First Optimal,71.48,720.0,0.09927777777777778,0.09927777777777778,60048.02773794491,20729.2,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Testing,Tester_08,3.5,32.0,1.0,1.0,1.0,2592000.0,19M09Product_59Testing,19M09Product_59TestingTester_08,0.0,First Optimal,0.0,720.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_01,1.0,420.0,1.0,1.0,26.0,67392000.0,19M09Product_59Pressing,19M09Product_59PressingHydraulicPress_01,7148.0,First Optimal,833.9333333333333,18720.0,0.0445477207977208,1.1582407407407407,1128772.1700474557,7148.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_01,1.4,90.0,1.0,1.0,3.0,7776000.0,19M09Product_59Clinching,19M09Product_59ClinchingClincher_01,7148.0,First Optimal,178.7,2160.0,0.08273148148148148,0.24819444444444444,110069.64356955893,10007.199999999999,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Clinching,Clincher_Subcon,2.8,90.0,1.0,1.0,99.0,256608000.0,19M09Product_59Clinching,19M09Product_59ClinchingClincher_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Testing,Tester_Subcon,5.8,32.0,1.0,1.0,99.0,256608000.0,19M09Product_59Testing,19M09Product_59TestingTester_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,11663999.999999998,0.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,HeatStaking,HeatStake_Subcon,11.4,55.0,1.0,1.0,99.0,256608000.0,19M09Product_59HeatStaking,19M09Product_59HeatStakingHeatStake_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,9949301.139984937,0.0,2020-06-25 16:53:37
Product_59,19M09,7148,19Q3,2592000.0,30.0,0.0,Pressing,HydraulicPress_Subcon,2.0,420.0,1.0,1.0,99.0,256608000.0,19M09Product_59Pressing,19M09Product_59PressingHydraulicPress_Subcon,0.0,First Optimal,0.0,71280.0,0.0,0.0,,0.0,2020-06-25 16:53:37
